filename,width,height,class,ymin,xmin,ymax,xmax
abnormal_frame_00020.jpg,640,640,abnormal,222,517,302,597
abnormal_frame_00020.jpg,640,640,normal,289,112,362,230
abnormal_frame_00020.jpg,640,640,normal,308,256,361,345
abnormal_frame_00020.jpg,640,640,normal,265,286,321,411
abnormal_frame_00041.jpg,640,640,normal,343,105,429,287
abnormal_frame_00041.jpg,640,640,normal,388,317,438,464
abnormal_frame_00041.jpg,640,640,abnormal,279,449,323,556
abnormal_frame_00041.jpg,640,640,abnormal,303,465,344,587
abnormal_frame_00041.jpg,640,640,abnormal,337,456,382,558
abnormal_frame_00041.jpg,640,640,normal,402,549,496,615
abnormal_frame_00042.jpg,640,640,normal,433,0,529,124
abnormal_frame_00042.jpg,640,640,normal,342,119,408,306
abnormal_frame_00042.jpg,640,640,normal,427,588,530,631
abnormal_frame_00042.jpg,640,640,abnormal,318,470,372,582
abnormal_frame_00042.jpg,640,640,abnormal,244,425,302,592
abnormal_frame_00043.jpg,640,640,normal,396,0,527,123
abnormal_frame_00043.jpg,640,640,normal,336,143,388,334
abnormal_frame_00043.jpg,640,640,abnormal,219,344,264,521
abnormal_frame_00043.jpg,640,640,abnormal,240,405,280,560
abnormal_frame_00043.jpg,640,640,normal,295,504,341,594
abnormal_frame_00043.jpg,640,640,normal,443,596,548,640
abnormal_frame_00045.jpg,640,640,abnormal,330,531,393,637
abnormal_frame_00045.jpg,640,640,abnormal,281,424,343,606
abnormal_frame_00045.jpg,640,640,normal,299,217,363,383
abnormal_frame_00045.jpg,640,640,normal,373,9,483,233
abnormal_frame_00031.jpg,640,640,abnormal,314,424,365,559
abnormal_frame_00031.jpg,640,640,normal,295,351,355,414
abnormal_frame_00031.jpg,640,640,normal,324,116,422,193
abnormal_frame_00031.jpg,640,640,normal,403,180,463,361
abnormal_frame_00031.jpg,640,640,normal,356,217,406,281
abnormal_frame_00032.jpg,640,640,abnormal,296,469,339,581
abnormal_frame_00032.jpg,640,640,abnormal,347,477,392,564
abnormal_frame_00032.jpg,640,640,normal,272,381,323,508
abnormal_frame_00032.jpg,640,640,normal,420,16,486,181
abnormal_frame_00032.jpg,640,640,normal,359,212,422,317
abnormal_frame_00032.jpg,640,640,normal,424,162,469,240
abnormal_frame_00033.jpg,640,640,abnormal,270,488,313,582
abnormal_frame_00033.jpg,640,640,abnormal,301,500,343,596
abnormal_frame_00033.jpg,640,640,abnormal,297,443,370,552
abnormal_frame_00033.jpg,640,640,normal,414,0,481,50
abnormal_frame_00033.jpg,640,640,normal,427,126,483,269
abnormal_frame_00033.jpg,640,640,normal,403,221,436,371
abnormal_frame_00034.jpg,640,640,abnormal,242,455,295,567
abnormal_frame_00034.jpg,640,640,abnormal,275,421,347,584
abnormal_frame_00034.jpg,640,640,normal,391,307,435,415
abnormal_frame_00034.jpg,640,640,normal,349,23,436,101
abnormal_frame_00034.jpg,640,640,normal,434,108,484,279
abnormal_frame_00037.jpg,640,640,normal,262,284,347,389
abnormal_frame_00037.jpg,640,640,normal,425,1,520,205
abnormal_frame_00037.jpg,640,640,abnormal,317,451,361,589
abnormal_frame_00037.jpg,640,640,abnormal,293,398,336,562
abnormal_frame_00039.jpg,640,640,normal,328,149,414,261
abnormal_frame_00039.jpg,640,640,abnormal,337,498,405,630
abnormal_frame_00039.jpg,640,640,abnormal,275,484,325,556
abnormal_frame_00039.jpg,640,640,normal,397,340,442,509
abnormal_frame_00039.jpg,640,640,normal,265,413,360,479
abnormal_frame_00040.jpg,640,640,abnormal,372,512,436,596
abnormal_frame_00040.jpg,640,640,abnormal,274,484,320,563
abnormal_frame_00040.jpg,640,640,normal,306,479,389,556
abnormal_frame_00040.jpg,640,640,normal,344,146,448,277
abnormal_frame_00061.jpg,640,640,abnormal,333,511,387,604
abnormal_frame_00061.jpg,640,640,abnormal,275,472,325,592
abnormal_frame_00061.jpg,640,640,normal,255,270,323,377
abnormal_frame_00061.jpg,640,640,normal,231,385,321,471
abnormal_frame_00062.jpg,640,640,abnormal,331,520,383,598
abnormal_frame_00062.jpg,640,640,normal,356,532,414,603
abnormal_frame_00062.jpg,640,640,normal,273,255,319,310
abnormal_frame_00063.jpg,640,640,abnormal,228,481,282,606
abnormal_frame_00063.jpg,640,640,abnormal,277,471,319,610
abnormal_frame_00063.jpg,640,640,abnormal,278,516,356,592
abnormal_frame_00063.jpg,640,640,normal,258,294,322,350
abnormal_frame_00064.jpg,640,640,abnormal,270,460,311,581
abnormal_frame_00064.jpg,640,640,normal,350,520,434,613
abnormal_frame_00065.jpg,640,640,normal,333,1,401,108
abnormal_frame_00065.jpg,640,640,normal,274,229,323,409
abnormal_frame_00065.jpg,640,640,normal,291,424,357,594
abnormal_frame_00065.jpg,640,640,normal,260,557,311,613
abnormal_frame_00051.jpg,640,640,normal,354,12,422,98
abnormal_frame_00051.jpg,640,640,normal,257,109,313,226
abnormal_frame_00051.jpg,640,640,normal,263,247,305,299
abnormal_frame_00051.jpg,640,640,normal,305,161,358,291
abnormal_frame_00051.jpg,640,640,normal,267,441,346,558
abnormal_frame_00052.jpg,640,640,abnormal,221,491,260,639
abnormal_frame_00052.jpg,640,640,abnormal,265,509,336,635
abnormal_frame_00052.jpg,640,640,abnormal,276,2,361,118
abnormal_frame_00052.jpg,640,640,abnormal,275,65,357,157
abnormal_frame_00052.jpg,640,640,normal,263,229,320,338
abnormal_frame_00052.jpg,640,640,normal,277,152,333,243
abnormal_frame_00053.jpg,640,640,normal,320,0,408,115
abnormal_frame_00053.jpg,640,640,normal,272,355,321,467
abnormal_frame_00053.jpg,640,640,abnormal,244,532,310,595
abnormal_frame_00053.jpg,640,640,normal,258,462,317,519
abnormal_frame_00053.jpg,640,640,normal,310,505,367,545
abnormal_frame_00056.jpg,640,640,abnormal,242,448,303,579
abnormal_frame_00056.jpg,640,640,abnormal,321,516,389,615
abnormal_frame_00056.jpg,640,640,normal,247,405,303,465
abnormal_frame_00057.jpg,640,640,normal,216,216,308,329
abnormal_frame_00057.jpg,640,640,normal,263,101,329,251
abnormal_frame_00057.jpg,640,640,normal,237,135,283,187
abnormal_frame_00057.jpg,640,640,abnormal,353,509,399,608
abnormal_frame_00058.jpg,640,640,abnormal,297,2,384,129
abnormal_frame_00058.jpg,640,640,normal,349,65,446,141
abnormal_frame_00058.jpg,640,640,normal,280,168,335,304
abnormal_frame_00058.jpg,640,640,normal,244,290,323,444
abnormal_frame_00058.jpg,640,640,normal,345,515,414,613
abnormal_frame_00059.jpg,640,640,abnormal,353,509,397,581
abnormal_frame_00059.jpg,640,640,normal,299,549,368,609
abnormal_frame_00059.jpg,640,640,normal,285,153,362,319
abnormal_frame_00059.jpg,640,640,normal,353,53,431,137
abnormal_frame_00091.jpg,640,640,abnormal,227,0,318,152
abnormal_frame_00091.jpg,640,640,abnormal,159,484,221,636
abnormal_frame_00091.jpg,640,640,abnormal,218,512,270,629
abnormal_frame_00091.jpg,640,640,abnormal,232,494,315,611
abnormal_frame_00091.jpg,640,640,normal,237,320,304,453
abnormal_frame_00093.jpg,640,640,abnormal,163,481,232,572
abnormal_frame_00093.jpg,640,640,normal,256,20,359,213
abnormal_frame_00093.jpg,640,640,normal,173,125,254,189
abnormal_frame_00093.jpg,640,640,normal,227,533,309,581
abnormal_frame_00093.jpg,640,640,normal,280,484,346,555
abnormal_frame_00094.jpg,640,640,abnormal,246,24,297,157
abnormal_frame_00094.jpg,640,640,normal,321,270,435,409
abnormal_frame_00094.jpg,640,640,normal,190,216,237,338
abnormal_frame_00094.jpg,640,640,normal,360,524,425,597
abnormal_frame_00095.jpg,640,640,normal,205,527,263,630
abnormal_frame_00095.jpg,640,640,normal,214,253,291,345
abnormal_frame_00095.jpg,640,640,abnormal,257,0,312,81
abnormal_frame_00095.jpg,640,640,normal,291,4,377,135
abnormal_frame_00095.jpg,640,640,normal,227,73,295,145
abnormal_frame_00071.jpg,640,640,normal,222,37,283,200
abnormal_frame_00071.jpg,640,640,abnormal,234,449,311,580
abnormal_frame_00071.jpg,640,640,normal,223,228,275,297
abnormal_frame_00071.jpg,640,640,normal,338,55,395,101
abnormal_frame_00071.jpg,640,640,abnormal,334,508,376,607
abnormal_frame_00071.jpg,640,640,normal,267,215,330,361
abnormal_frame_00073.jpg,640,640,abnormal,267,525,329,630
abnormal_frame_00073.jpg,640,640,abnormal,321,512,374,635
abnormal_frame_00073.jpg,640,640,normal,328,565,426,637
abnormal_frame_00073.jpg,640,640,normal,255,448,297,543
abnormal_frame_00073.jpg,640,640,normal,235,265,292,441
abnormal_frame_00076.jpg,640,640,abnormal,222,526,314,637
abnormal_frame_00076.jpg,640,640,normal,326,508,406,629
abnormal_frame_00076.jpg,640,640,normal,274,374,360,505
abnormal_frame_00077.jpg,640,640,normal,227,258,319,344
abnormal_frame_00077.jpg,640,640,normal,262,372,317,479
abnormal_frame_00077.jpg,640,640,normal,294,477,377,591
abnormal_frame_00077.jpg,640,640,abnormal,176,478,260,622
abnormal_frame_00077.jpg,640,640,abnormal,196,421,249,488
abnormal_frame_00078.jpg,640,640,normal,255,193,306,269
abnormal_frame_00078.jpg,640,640,abnormal,264,463,329,574
abnormal_frame_00078.jpg,640,640,normal,352,551,430,601
abnormal_frame_00078.jpg,640,640,normal,327,505,385,617
abnormal_frame_00080.jpg,640,640,abnormal,203,491,301,623
abnormal_frame_00080.jpg,640,640,normal,328,508,391,614
abnormal_frame_00080.jpg,640,640,normal,237,414,290,548
abnormal_frame_00082.jpg,640,640,abnormal,165,30,225,166
abnormal_frame_00082.jpg,640,640,abnormal,285,501,342,596
abnormal_frame_00082.jpg,640,640,normal,233,471,312,516
abnormal_frame_00082.jpg,640,640,normal,228,390,276,484
abnormal_frame_00082.jpg,640,640,normal,210,153,301,237
abnormal_frame_00084.jpg,640,640,abnormal,271,501,331,635
abnormal_frame_00084.jpg,640,640,abnormal,248,466,310,610
abnormal_frame_00084.jpg,640,640,normal,247,417,306,476
abnormal_frame_00084.jpg,640,640,normal,210,264,263,412
abnormal_frame_00084.jpg,640,640,normal,244,179,286,313
abnormal_frame_00084.jpg,640,640,normal,234,160,325,252
abnormal_frame_00087.jpg,640,640,abnormal,228,499,286,628
abnormal_frame_00087.jpg,640,640,abnormal,295,513,372,626
abnormal_frame_00087.jpg,640,640,normal,262,381,343,524
abnormal_frame_00088.jpg,640,640,abnormal,242,486,293,633
abnormal_frame_00088.jpg,640,640,abnormal,195,416,257,542
abnormal_frame_00088.jpg,640,640,normal,163,254,246,364
abnormal_frame_00090.jpg,640,640,abnormal,184,452,230,620
abnormal_frame_00090.jpg,640,640,abnormal,239,541,287,614
abnormal_frame_00090.jpg,640,640,normal,241,418,308,572
abnormal_frame_00090.jpg,640,640,normal,291,433,363,580
abnormal_frame_00090.jpg,640,640,normal,244,309,317,367
abnormal_frame_00136.jpg,640,640,abnormal,139,30,251,201
abnormal_frame_00136.jpg,640,640,normal,328,504,383,609
abnormal_frame_00136.jpg,640,640,abnormal,203,498,285,632
abnormal_frame_00138.jpg,640,640,abnormal,171,454,250,569
abnormal_frame_00138.jpg,640,640,normal,228,389,295,501
abnormal_frame_00138.jpg,640,640,normal,182,150,240,221
abnormal_frame_00138.jpg,640,640,normal,271,290,321,336
abnormal_frame_00138.jpg,640,640,normal,340,530,425,577
abnormal_frame_00140.jpg,640,640,abnormal,141,0,254,161
abnormal_frame_00140.jpg,640,640,normal,278,77,333,168
abnormal_frame_00140.jpg,640,640,normal,351,0,445,86
abnormal_frame_00140.jpg,640,640,normal,227,502,293,579
abnormal_frame_00101.jpg,640,640,abnormal,232,488,295,576
abnormal_frame_00101.jpg,640,640,abnormal,165,0,227,148
abnormal_frame_00101.jpg,640,640,abnormal,215,21,261,176
abnormal_frame_00101.jpg,640,640,normal,202,268,273,440
abnormal_frame_00101.jpg,640,640,normal,280,272,307,335
abnormal_frame_00101.jpg,640,640,normal,302,516,358,628
abnormal_frame_00103.jpg,640,640,abnormal,144,56,247,140
abnormal_frame_00103.jpg,640,640,normal,235,238,309,295
abnormal_frame_00103.jpg,640,640,abnormal,185,366,270,464
abnormal_frame_00103.jpg,640,640,normal,198,476,301,557
abnormal_frame_00104.jpg,640,640,abnormal,264,467,321,614
abnormal_frame_00104.jpg,640,640,normal,352,535,413,599
abnormal_frame_00104.jpg,640,640,normal,274,60,336,214
abnormal_frame_00104.jpg,640,640,normal,166,63,248,141
abnormal_frame_00104.jpg,640,640,normal,266,260,322,328
abnormal_frame_00106.jpg,640,640,abnormal,215,464,279,609
abnormal_frame_00106.jpg,640,640,normal,351,29,453,98
abnormal_frame_00106.jpg,640,640,abnormal,276,43,339,97
abnormal_frame_00106.jpg,640,640,normal,258,345,327,479
abnormal_frame_00107.jpg,640,640,abnormal,164,359,238,463
abnormal_frame_00107.jpg,640,640,abnormal,315,517,372,629
abnormal_frame_00107.jpg,640,640,abnormal,211,569,290,636
abnormal_frame_00107.jpg,640,640,normal,262,333,318,423
abnormal_frame_00107.jpg,640,640,normal,251,478,310,580
abnormal_frame_00108.jpg,640,640,abnormal,237,530,290,640
abnormal_frame_00108.jpg,640,640,normal,353,559,411,626
abnormal_frame_00109.jpg,640,640,abnormal,283,498,358,630
abnormal_frame_00109.jpg,640,640,normal,183,441,261,504
abnormal_frame_00109.jpg,640,640,normal,345,536,397,582
abnormal_frame_00110.jpg,640,640,normal,341,515,408,584
abnormal_frame_00110.jpg,640,640,normal,248,345,301,443
abnormal_frame_00110.jpg,640,640,normal,247,287,282,382
abnormal_frame_00110.jpg,640,640,normal,285,271,333,374
abnormal_frame_00111.jpg,640,640,abnormal,161,0,216,95
abnormal_frame_00111.jpg,640,640,abnormal,204,0,298,108
abnormal_frame_00111.jpg,640,640,normal,257,175,312,300
abnormal_frame_00111.jpg,640,640,normal,334,31,408,126
abnormal_frame_00111.jpg,640,640,normal,248,542,341,632
abnormal_frame_00112.jpg,640,640,abnormal,149,0,210,120
abnormal_frame_00112.jpg,640,640,normal,331,44,417,261
abnormal_frame_00112.jpg,640,640,normal,215,98,293,253
abnormal_frame_00112.jpg,640,640,abnormal,308,555,390,615
abnormal_frame_00113.jpg,640,640,normal,287,9,349,155
abnormal_frame_00113.jpg,640,640,normal,349,32,409,161
abnormal_frame_00113.jpg,640,640,normal,240,0,285,84
abnormal_frame_00113.jpg,640,640,normal,200,249,264,396
abnormal_frame_00113.jpg,640,640,normal,237,398,329,487
abnormal_frame_00114.jpg,640,640,abnormal,159,0,251,119
abnormal_frame_00114.jpg,640,640,abnormal,231,24,293,132
abnormal_frame_00114.jpg,640,640,abnormal,310,504,362,619
abnormal_frame_00114.jpg,640,640,abnormal,340,549,404,623
abnormal_frame_00114.jpg,640,640,normal,270,422,310,559
abnormal_frame_00114.jpg,640,640,normal,234,353,320,433
abnormal_frame_00115.jpg,640,640,normal,287,37,352,97
abnormal_frame_00115.jpg,640,640,normal,227,140,304,224
abnormal_frame_00115.jpg,640,640,normal,231,304,317,371
abnormal_frame_00115.jpg,640,640,abnormal,270,381,328,558
abnormal_frame_00115.jpg,640,640,abnormal,345,525,394,609
abnormal_frame_00115.jpg,640,640,abnormal,281,511,345,640
abnormal_frame_00116.jpg,640,640,abnormal,224,0,296,103
abnormal_frame_00116.jpg,640,640,abnormal,175,557,241,625
abnormal_frame_00116.jpg,640,640,abnormal,239,485,334,621
abnormal_frame_00116.jpg,640,640,normal,275,417,355,537
abnormal_frame_00116.jpg,640,640,normal,203,242,254,304
abnormal_frame_00116.jpg,640,640,normal,166,310,226,489
abnormal_frame_00116.jpg,640,640,normal,219,292,305,345
abnormal_frame_00117.jpg,640,640,normal,239,324,315,398
abnormal_frame_00117.jpg,640,640,abnormal,206,523,278,623
abnormal_frame_00117.jpg,640,640,abnormal,170,372,242,515
abnormal_frame_00117.jpg,640,640,abnormal,193,3,242,92
abnormal_frame_00118.jpg,640,640,abnormal,218,0,305,100
abnormal_frame_00118.jpg,640,640,normal,286,259,377,356
abnormal_frame_00118.jpg,640,640,normal,239,211,305,355
abnormal_frame_00118.jpg,640,640,normal,249,398,321,624
abnormal_frame_00119.jpg,640,640,normal,345,69,435,137
abnormal_frame_00119.jpg,640,640,normal,263,523,314,608
abnormal_frame_00119.jpg,640,640,normal,325,523,374,600
abnormal_frame_00123.jpg,640,640,abnormal,210,0,276,118
abnormal_frame_00123.jpg,640,640,normal,173,342,248,498
abnormal_frame_00123.jpg,640,640,normal,278,60,315,164
abnormal_frame_00124.jpg,640,640,normal,265,370,338,520
abnormal_frame_00124.jpg,640,640,abnormal,232,45,294,117
abnormal_frame_00124.jpg,640,640,normal,329,526,371,591
abnormal_frame_00125.jpg,640,640,abnormal,160,12,254,174
abnormal_frame_00125.jpg,640,640,normal,264,217,313,360
abnormal_frame_00125.jpg,640,640,normal,321,17,384,124
abnormal_frame_00125.jpg,640,640,normal,228,390,318,473
abnormal_frame_00125.jpg,640,640,abnormal,365,507,413,619
abnormal_frame_00126.jpg,640,640,abnormal,150,14,244,172
abnormal_frame_00126.jpg,640,640,abnormal,219,0,299,103
abnormal_frame_00126.jpg,640,640,normal,365,69,461,135
abnormal_frame_00126.jpg,640,640,normal,229,96,299,180
abnormal_frame_00126.jpg,640,640,normal,163,191,233,317
abnormal_frame_00126.jpg,640,640,normal,289,532,355,631
abnormal_frame_00127.jpg,640,640,abnormal,154,18,244,180
abnormal_frame_00127.jpg,640,640,normal,349,0,440,76
abnormal_frame_00127.jpg,640,640,normal,248,147,314,232
abnormal_frame_00127.jpg,640,640,normal,214,275,314,373
abnormal_frame_00127.jpg,640,640,abnormal,271,485,343,601
abnormal_frame_00129.jpg,640,640,abnormal,183,0,262,158
abnormal_frame_00129.jpg,640,640,abnormal,153,37,239,119
abnormal_frame_00129.jpg,640,640,normal,302,76,345,214
abnormal_frame_00129.jpg,640,640,normal,249,264,343,336
abnormal_frame_00129.jpg,640,640,normal,224,238,321,350
abnormal_frame_00131.jpg,640,640,abnormal,155,31,247,147
abnormal_frame_00131.jpg,640,640,normal,248,222,323,335
abnormal_frame_00131.jpg,640,640,normal,251,328,298,416
abnormal_frame_00131.jpg,640,640,normal,355,509,408,573
abnormal_frame_00133.jpg,640,640,abnormal,159,1,243,124
abnormal_frame_00133.jpg,640,640,normal,244,144,296,248
abnormal_frame_00133.jpg,640,640,normal,251,375,317,440
abnormal_frame_00133.jpg,640,640,abnormal,312,526,350,631
abnormal_frame_00133.jpg,640,640,normal,362,516,419,611
abnormal_frame_00134.jpg,640,640,abnormal,149,12,237,140
abnormal_frame_00134.jpg,640,640,normal,222,333,320,397
abnormal_frame_00134.jpg,640,640,normal,260,416,319,481
abnormal_frame_00134.jpg,640,640,abnormal,279,508,343,622
abnormal_frame_00134.jpg,640,640,abnormal,350,503,412,640
abnormal_frame_00135.jpg,640,640,normal,174,63,245,142
abnormal_frame_00135.jpg,640,640,abnormal,186,492,245,628
abnormal_frame_00135.jpg,640,640,normal,234,504,287,559
abnormal_frame_00162.jpg,640,640,normal,194,36,288,130
abnormal_frame_00162.jpg,640,640,normal,266,188,320,269
abnormal_frame_00162.jpg,640,640,normal,244,386,325,496
abnormal_frame_00163.jpg,640,640,normal,223,4,275,67
abnormal_frame_00163.jpg,640,640,abnormal,158,65,258,188
abnormal_frame_00163.jpg,640,640,normal,278,493,322,571
abnormal_frame_00163.jpg,640,640,normal,354,517,424,582
abnormal_frame_00163.jpg,640,640,abnormal,281,0,349,132
abnormal_frame_00165.jpg,640,640,normal,211,413,280,500
abnormal_frame_00165.jpg,640,640,normal,257,168,328,280
abnormal_frame_00165.jpg,640,640,normal,307,24,363,144
abnormal_frame_00165.jpg,640,640,normal,353,4,405,103
abnormal_frame_00146.jpg,640,640,abnormal,199,468,256,559
abnormal_frame_00146.jpg,640,640,normal,242,498,294,572
abnormal_frame_00146.jpg,640,640,normal,285,517,342,598
abnormal_frame_00146.jpg,640,640,normal,266,286,334,454
abnormal_frame_00146.jpg,640,640,normal,221,101,258,210
abnormal_frame_00146.jpg,640,640,normal,211,211,257,270
abnormal_frame_00147.jpg,640,640,normal,262,193,321,261
abnormal_frame_00147.jpg,640,640,normal,206,114,265,232
abnormal_frame_00147.jpg,640,640,abnormal,186,0,282,80
abnormal_frame_00147.jpg,640,640,abnormal,164,541,217,638
abnormal_frame_00147.jpg,640,640,normal,191,312,247,396
abnormal_frame_00148.jpg,640,640,normal,209,371,275,533
abnormal_frame_00148.jpg,640,640,abnormal,226,0,281,129
abnormal_frame_00148.jpg,640,640,normal,361,35,417,87
abnormal_frame_00151.jpg,640,640,abnormal,149,18,250,115
abnormal_frame_00151.jpg,640,640,abnormal,261,525,332,640
abnormal_frame_00151.jpg,640,640,normal,317,519,374,607
abnormal_frame_00152.jpg,640,640,normal,211,68,280,227
abnormal_frame_00152.jpg,640,640,normal,358,445,426,595
abnormal_frame_00153.jpg,640,640,abnormal,163,369,251,428
abnormal_frame_00153.jpg,640,640,abnormal,232,494,290,569
abnormal_frame_00153.jpg,640,640,abnormal,279,510,341,568
abnormal_frame_00153.jpg,640,640,normal,265,293,326,388
abnormal_frame_00153.jpg,640,640,normal,190,194,244,292
abnormal_frame_00155.jpg,640,640,abnormal,152,3,234,149
abnormal_frame_00155.jpg,640,640,normal,246,173,314,227
abnormal_frame_00155.jpg,640,640,normal,283,147,371,267
abnormal_frame_00155.jpg,640,640,normal,255,264,308,414
abnormal_frame_00155.jpg,640,640,normal,234,390,285,513
abnormal_frame_00155.jpg,640,640,abnormal,263,451,330,615
abnormal_frame_00156.jpg,640,640,abnormal,171,38,250,172
abnormal_frame_00156.jpg,640,640,abnormal,267,0,336,104
abnormal_frame_00156.jpg,640,640,normal,258,277,309,417
abnormal_frame_00156.jpg,640,640,normal,338,507,419,594
abnormal_frame_00157.jpg,640,640,normal,304,37,360,198
abnormal_frame_00157.jpg,640,640,normal,351,557,431,599
abnormal_frame_00157.jpg,640,640,abnormal,344,515,395,620
abnormal_frame_00157.jpg,640,640,abnormal,226,59,283,166
abnormal_frame_00158.jpg,640,640,abnormal,244,5,324,155
